document_id,ticker,company,form_type,filing_date,source,characters,chunks,source_url
finder_a3aa8e1e,a3aa8e1e,a3aa8e1e,benchmark-evidence,,benchmark-evidence,1411,1,
finder_51ffb693,51ffb693,51ffb693,benchmark-evidence,,benchmark-evidence,1532,1,
finder_d1b4992f,d1b4992f,d1b4992f,benchmark-evidence,,benchmark-evidence,1849,1,
finder_c06f0ed3,c06f0ed3,c06f0ed3,benchmark-evidence,,benchmark-evidence,1269,1,
finder_b126f2ee,b126f2ee,b126f2ee,benchmark-evidence,,benchmark-evidence,1665,1,
finder_0e3e9873,0e3e9873,0e3e9873,benchmark-evidence,,benchmark-evidence,942,1,
finder_6f6da502,6f6da502,6f6da502,benchmark-evidence,,benchmark-evidence,3706,2,
finder_f56dce6f,f56dce6f,f56dce6f,benchmark-evidence,,benchmark-evidence,702,1,
finder_e234202e,e234202e,e234202e,benchmark-evidence,,benchmark-evidence,1189,1,
finder_86fc0568,86fc0568,86fc0568,benchmark-evidence,,benchmark-evidence,482,1,
finder_cfbb8927,cfbb8927,cfbb8927,benchmark-evidence,,benchmark-evidence,4014,2,
finder_185a0b0c,185a0b0c,185a0b0c,benchmark-evidence,,benchmark-evidence,1786,1,
finder_974505b1,974505b1,974505b1,benchmark-evidence,,benchmark-evidence,474,1,
finder_2f79205a,2f79205a,2f79205a,benchmark-evidence,,benchmark-evidence,5731,3,
finder_e69805f4,e69805f4,e69805f4,benchmark-evidence,,benchmark-evidence,2247,1,
finder_7c04a814,7c04a814,7c04a814,benchmark-evidence,,benchmark-evidence,529,1,
finder_7dff6e48,7dff6e48,7dff6e48,benchmark-evidence,,benchmark-evidence,1619,1,
finder_66cfb412,66cfb412,66cfb412,benchmark-evidence,,benchmark-evidence,5796,3,
finder_99b95654,99b95654,99b95654,benchmark-evidence,,benchmark-evidence,765,1,
finder_9e3caeb3,9e3caeb3,9e3caeb3,benchmark-evidence,,benchmark-evidence,8628,5,
finder_7629fec6,7629fec6,7629fec6,benchmark-evidence,,benchmark-evidence,806,1,
finder_f4b922a7,f4b922a7,f4b922a7,benchmark-evidence,,benchmark-evidence,6841,4,
finder_e10a18d4,e10a18d4,e10a18d4,benchmark-evidence,,benchmark-evidence,6603,3,
finder_0831c38e,0831c38e,0831c38e,benchmark-evidence,,benchmark-evidence,3848,2,
finder_da973d53,da973d53,da973d53,benchmark-evidence,,benchmark-evidence,16639,8,
finder_7a96bfd1,7a96bfd1,7a96bfd1,benchmark-evidence,,benchmark-evidence,1693,1,
finder_6dc82a46,6dc82a46,6dc82a46,benchmark-evidence,,benchmark-evidence,774,1,
finder_eb5d9dc6,eb5d9dc6,eb5d9dc6,benchmark-evidence,,benchmark-evidence,1995,1,
finder_2663e6cf,2663e6cf,2663e6cf,benchmark-evidence,,benchmark-evidence,5776,3,
finder_8b69ba09,8b69ba09,8b69ba09,benchmark-evidence,,benchmark-evidence,1046,1,
finder_aec4b618,aec4b618,aec4b618,benchmark-evidence,,benchmark-evidence,478,1,
finder_81f1375e,81f1375e,81f1375e,benchmark-evidence,,benchmark-evidence,6166,4,
finder_a04e52e5,a04e52e5,a04e52e5,benchmark-evidence,,benchmark-evidence,1129,1,
finder_aae113c8,aae113c8,aae113c8,benchmark-evidence,,benchmark-evidence,1283,1,
finder_64cc5c3e,64cc5c3e,64cc5c3e,benchmark-evidence,,benchmark-evidence,1419,1,
finder_761ea335,761ea335,761ea335,benchmark-evidence,,benchmark-evidence,1009,1,
finder_0264fa95,0264fa95,0264fa95,benchmark-evidence,,benchmark-evidence,1354,1,
finder_147b4cad,147b4cad,147b4cad,benchmark-evidence,,benchmark-evidence,559,1,
finder_f61aa4c2,f61aa4c2,f61aa4c2,benchmark-evidence,,benchmark-evidence,1256,1,
finder_12eb374e,12eb374e,12eb374e,benchmark-evidence,,benchmark-evidence,4019,2,
finder_e85a2a7c,e85a2a7c,e85a2a7c,benchmark-evidence,,benchmark-evidence,780,1,
finder_19366a7d,19366a7d,19366a7d,benchmark-evidence,,benchmark-evidence,713,1,
finder_ef6b58a9,ef6b58a9,ef6b58a9,benchmark-evidence,,benchmark-evidence,494,1,
finder_96e0be01,96e0be01,96e0be01,benchmark-evidence,,benchmark-evidence,2996,2,
finder_c43105cc,c43105cc,c43105cc,benchmark-evidence,,benchmark-evidence,1354,1,
finder_1cf270a2,1cf270a2,1cf270a2,benchmark-evidence,,benchmark-evidence,3375,2,
finder_8a606be8,8a606be8,8a606be8,benchmark-evidence,,benchmark-evidence,3594,2,
finder_6ec030f6,6ec030f6,6ec030f6,benchmark-evidence,,benchmark-evidence,902,1,
finder_63c62388,63c62388,63c62388,benchmark-evidence,,benchmark-evidence,260,1,
finder_a9374502,a9374502,a9374502,benchmark-evidence,,benchmark-evidence,1003,1,
finder_2253f9e2,2253f9e2,2253f9e2,benchmark-evidence,,benchmark-evidence,6260,3,
finder_ee53b2dd,ee53b2dd,ee53b2dd,benchmark-evidence,,benchmark-evidence,3160,2,
finder_aa3f31b9,aa3f31b9,aa3f31b9,benchmark-evidence,,benchmark-evidence,415,1,
finder_f62b9607,f62b9607,f62b9607,benchmark-evidence,,benchmark-evidence,1267,1,
finder_7651d550,7651d550,7651d550,benchmark-evidence,,benchmark-evidence,2267,1,
finder_ab397a31,ab397a31,ab397a31,benchmark-evidence,,benchmark-evidence,2825,2,
finder_2cb9707d,2cb9707d,2cb9707d,benchmark-evidence,,benchmark-evidence,3831,2,
finder_88256484,88256484,88256484,benchmark-evidence,,benchmark-evidence,1815,1,
finder_3cc30627,3cc30627,3cc30627,benchmark-evidence,,benchmark-evidence,448,1,
finder_ea350631,ea350631,ea350631,benchmark-evidence,,benchmark-evidence,1651,1,
finder_0966d919,0966d919,0966d919,benchmark-evidence,,benchmark-evidence,6196,3,
finder_a18a1195,a18a1195,a18a1195,benchmark-evidence,,benchmark-evidence,728,1,
finder_3323dbfe,3323dbfe,3323dbfe,benchmark-evidence,,benchmark-evidence,1364,1,
finder_79582bd4,79582bd4,79582bd4,benchmark-evidence,,benchmark-evidence,915,1,
finder_4c879704,4c879704,4c879704,benchmark-evidence,,benchmark-evidence,1035,1,
finder_371e0f4c,371e0f4c,371e0f4c,benchmark-evidence,,benchmark-evidence,821,1,
finder_2240dfc4,2240dfc4,2240dfc4,benchmark-evidence,,benchmark-evidence,1999,1,
finder_72b70e59,72b70e59,72b70e59,benchmark-evidence,,benchmark-evidence,218,1,
finder_2a830c6b,2a830c6b,2a830c6b,benchmark-evidence,,benchmark-evidence,1840,1,
finder_995752d7,995752d7,995752d7,benchmark-evidence,,benchmark-evidence,454,1,
finder_3ba65192,3ba65192,3ba65192,benchmark-evidence,,benchmark-evidence,6640,3,
finder_f7bd5bca,f7bd5bca,f7bd5bca,benchmark-evidence,,benchmark-evidence,6366,3,
finder_46bdfe8a,46bdfe8a,46bdfe8a,benchmark-evidence,,benchmark-evidence,5187,3,
finder_2094bdc3,2094bdc3,2094bdc3,benchmark-evidence,,benchmark-evidence,4886,3,
finder_e338970c,e338970c,e338970c,benchmark-evidence,,benchmark-evidence,1673,1,
finder_4f87bbef,4f87bbef,4f87bbef,benchmark-evidence,,benchmark-evidence,3908,2,
finder_cde3a5de,cde3a5de,cde3a5de,benchmark-evidence,,benchmark-evidence,1414,1,
finder_ffd4dc24,ffd4dc24,ffd4dc24,benchmark-evidence,,benchmark-evidence,267,1,
finder_a8229be0,a8229be0,a8229be0,benchmark-evidence,,benchmark-evidence,1216,1,
finder_1e84910b,1e84910b,1e84910b,benchmark-evidence,,benchmark-evidence,577,1,
finder_e29db985,e29db985,e29db985,benchmark-evidence,,benchmark-evidence,1800,1,
finder_830e67bc,830e67bc,830e67bc,benchmark-evidence,,benchmark-evidence,6927,3,
finder_a83c6616,a83c6616,a83c6616,benchmark-evidence,,benchmark-evidence,4593,2,
finder_d482850b,d482850b,d482850b,benchmark-evidence,,benchmark-evidence,11345,6,
finder_419686a4,419686a4,419686a4,benchmark-evidence,,benchmark-evidence,9008,5,
finder_7e8e5eca,7e8e5eca,7e8e5eca,benchmark-evidence,,benchmark-evidence,8848,5,
finder_f3c70b0e,f3c70b0e,f3c70b0e,benchmark-evidence,,benchmark-evidence,725,1,
finder_8ada3d4c,8ada3d4c,8ada3d4c,benchmark-evidence,,benchmark-evidence,243,1,
finder_99b2c40c,99b2c40c,99b2c40c,benchmark-evidence,,benchmark-evidence,3176,2,
finder_effdea67,effdea67,effdea67,benchmark-evidence,,benchmark-evidence,2070,1,
finder_732404ca,732404ca,732404ca,benchmark-evidence,,benchmark-evidence,419,1,
finder_31234a89,31234a89,31234a89,benchmark-evidence,,benchmark-evidence,1587,1,
finder_0b0f4cb6,0b0f4cb6,0b0f4cb6,benchmark-evidence,,benchmark-evidence,4634,2,
finder_0e5c5e48,0e5c5e48,0e5c5e48,benchmark-evidence,,benchmark-evidence,1087,1,
finder_eb81fe72,eb81fe72,eb81fe72,benchmark-evidence,,benchmark-evidence,19779,10,
finder_0db27b54,0db27b54,0db27b54,benchmark-evidence,,benchmark-evidence,3265,2,
finder_15e127bc,15e127bc,15e127bc,benchmark-evidence,,benchmark-evidence,910,1,
finder_e005f6bd,e005f6bd,e005f6bd,benchmark-evidence,,benchmark-evidence,1805,1,
finder_2ab7f16e,2ab7f16e,2ab7f16e,benchmark-evidence,,benchmark-evidence,2960,2,
finder_3f4138ab,3f4138ab,3f4138ab,benchmark-evidence,,benchmark-evidence,324,1,
finder_e3e6d264,e3e6d264,e3e6d264,benchmark-evidence,,benchmark-evidence,1396,1,
finder_61e6ea70,61e6ea70,61e6ea70,benchmark-evidence,,benchmark-evidence,1103,1,
finder_e1170463,e1170463,e1170463,benchmark-evidence,,benchmark-evidence,8406,4,
finder_8361d4e8,8361d4e8,8361d4e8,benchmark-evidence,,benchmark-evidence,1965,1,
finder_17c56a21,17c56a21,17c56a21,benchmark-evidence,,benchmark-evidence,383,1,
finder_64636d47,64636d47,64636d47,benchmark-evidence,,benchmark-evidence,941,1,
finder_65456492,65456492,65456492,benchmark-evidence,,benchmark-evidence,3072,2,
finder_68f3fb8f,68f3fb8f,68f3fb8f,benchmark-evidence,,benchmark-evidence,3809,2,
finder_df5a87c0,df5a87c0,df5a87c0,benchmark-evidence,,benchmark-evidence,1670,1,
finder_b952c8c8,b952c8c8,b952c8c8,benchmark-evidence,,benchmark-evidence,1534,1,
finder_7d0f1bd6,7d0f1bd6,7d0f1bd6,benchmark-evidence,,benchmark-evidence,1105,1,
finder_d952409e,d952409e,d952409e,benchmark-evidence,,benchmark-evidence,5270,3,
finder_1b3bafbd,1b3bafbd,1b3bafbd,benchmark-evidence,,benchmark-evidence,14706,7,
finder_02e67f32,02e67f32,02e67f32,benchmark-evidence,,benchmark-evidence,4477,3,
finder_f7773a2a,f7773a2a,f7773a2a,benchmark-evidence,,benchmark-evidence,5707,3,
finder_f1f50f03,f1f50f03,f1f50f03,benchmark-evidence,,benchmark-evidence,2412,2,
finder_11dab93a,11dab93a,11dab93a,benchmark-evidence,,benchmark-evidence,2656,2,
finder_deca7a8f,deca7a8f,deca7a8f,benchmark-evidence,,benchmark-evidence,467,1,
finder_e89db3f9,e89db3f9,e89db3f9,benchmark-evidence,,benchmark-evidence,556,1,
finder_4cd5cbe7,4cd5cbe7,4cd5cbe7,benchmark-evidence,,benchmark-evidence,4005,2,
finder_52a3d5cf,52a3d5cf,52a3d5cf,benchmark-evidence,,benchmark-evidence,2472,1,
finder_366d49d1,366d49d1,366d49d1,benchmark-evidence,,benchmark-evidence,295,1,
finder_059c3c10,059c3c10,059c3c10,benchmark-evidence,,benchmark-evidence,1348,1,
finder_8fd8eead,8fd8eead,8fd8eead,benchmark-evidence,,benchmark-evidence,5228,3,
finder_8b42c977,8b42c977,8b42c977,benchmark-evidence,,benchmark-evidence,1242,1,
finder_25bf25cd,25bf25cd,25bf25cd,benchmark-evidence,,benchmark-evidence,530,1,
finder_498606be,498606be,498606be,benchmark-evidence,,benchmark-evidence,452,1,
finder_5c586d1e,5c586d1e,5c586d1e,benchmark-evidence,,benchmark-evidence,4672,3,
finder_7e14751f,7e14751f,7e14751f,benchmark-evidence,,benchmark-evidence,1567,1,
finder_2e187d15,2e187d15,2e187d15,benchmark-evidence,,benchmark-evidence,2535,2,
finder_029fdcea,029fdcea,029fdcea,benchmark-evidence,,benchmark-evidence,447,1,
finder_ac05d469,ac05d469,ac05d469,benchmark-evidence,,benchmark-evidence,2502,2,
finder_aa969dd9,aa969dd9,aa969dd9,benchmark-evidence,,benchmark-evidence,533,1,
finder_ffff158c,ffff158c,ffff158c,benchmark-evidence,,benchmark-evidence,946,1,
finder_f98a35e7,f98a35e7,f98a35e7,benchmark-evidence,,benchmark-evidence,5033,3,
finder_1948c0d3,1948c0d3,1948c0d3,benchmark-evidence,,benchmark-evidence,1307,1,
finder_616a32d2,616a32d2,616a32d2,benchmark-evidence,,benchmark-evidence,21830,12,
finder_41f5d451,41f5d451,41f5d451,benchmark-evidence,,benchmark-evidence,7886,5,
finder_d1b29e27,d1b29e27,d1b29e27,benchmark-evidence,,benchmark-evidence,2923,2,
finder_6115c602,6115c602,6115c602,benchmark-evidence,,benchmark-evidence,5338,3,
finder_656455d6,656455d6,656455d6,benchmark-evidence,,benchmark-evidence,2134,1,
finder_2f8f0024,2f8f0024,2f8f0024,benchmark-evidence,,benchmark-evidence,4774,3,
finder_ef13377c,ef13377c,ef13377c,benchmark-evidence,,benchmark-evidence,1523,1,
finder_6f992198,6f992198,6f992198,benchmark-evidence,,benchmark-evidence,906,1,
finder_4ac64515,4ac64515,4ac64515,benchmark-evidence,,benchmark-evidence,2011,1,
finder_c8b3aa1b,c8b3aa1b,c8b3aa1b,benchmark-evidence,,benchmark-evidence,6915,3,
finder_80539593,80539593,80539593,benchmark-evidence,,benchmark-evidence,1464,1,
finder_ba476a19,ba476a19,ba476a19,benchmark-evidence,,benchmark-evidence,1456,1,
finder_03fc5e68,03fc5e68,03fc5e68,benchmark-evidence,,benchmark-evidence,5119,3,
finder_bbf75c08,bbf75c08,bbf75c08,benchmark-evidence,,benchmark-evidence,11316,6,
finder_38fee9c5,38fee9c5,38fee9c5,benchmark-evidence,,benchmark-evidence,1269,1,
finder_da91a4f3,da91a4f3,da91a4f3,benchmark-evidence,,benchmark-evidence,544,1,
finder_9a2baa2a,9a2baa2a,9a2baa2a,benchmark-evidence,,benchmark-evidence,2459,2,
finder_83e054ad,83e054ad,83e054ad,benchmark-evidence,,benchmark-evidence,1325,1,
finder_2f2f8644,2f2f8644,2f2f8644,benchmark-evidence,,benchmark-evidence,1802,1,
finder_65da92ab,65da92ab,65da92ab,benchmark-evidence,,benchmark-evidence,1624,1,
finder_641b299a,641b299a,641b299a,benchmark-evidence,,benchmark-evidence,3854,2,
finder_b9fe86a2,b9fe86a2,b9fe86a2,benchmark-evidence,,benchmark-evidence,1028,1,
finder_a6422412,a6422412,a6422412,benchmark-evidence,,benchmark-evidence,853,1,
finder_7e38d34a,7e38d34a,7e38d34a,benchmark-evidence,,benchmark-evidence,2639,2,
finder_3437909f,3437909f,3437909f,benchmark-evidence,,benchmark-evidence,1921,1,
finder_cc559f72,cc559f72,cc559f72,benchmark-evidence,,benchmark-evidence,520,1,
finder_712bce35,712bce35,712bce35,benchmark-evidence,,benchmark-evidence,2916,2,
finder_4d93a0af,4d93a0af,4d93a0af,benchmark-evidence,,benchmark-evidence,250,1,
finder_efd1aece,efd1aece,efd1aece,benchmark-evidence,,benchmark-evidence,798,1,
finder_d4c2b246,d4c2b246,d4c2b246,benchmark-evidence,,benchmark-evidence,365,1,
finder_f194f8d3,f194f8d3,f194f8d3,benchmark-evidence,,benchmark-evidence,1599,1,
finder_cba06537,cba06537,cba06537,benchmark-evidence,,benchmark-evidence,5515,3,
finder_89366387,89366387,89366387,benchmark-evidence,,benchmark-evidence,1513,1,
finder_c7a6a2b7,c7a6a2b7,c7a6a2b7,benchmark-evidence,,benchmark-evidence,2459,2,
finder_90c29e26,90c29e26,90c29e26,benchmark-evidence,,benchmark-evidence,998,1,
finder_91d50c4f,91d50c4f,91d50c4f,benchmark-evidence,,benchmark-evidence,4582,3,
finder_7f47263b,7f47263b,7f47263b,benchmark-evidence,,benchmark-evidence,2639,1,
finder_f13d6ca1,f13d6ca1,f13d6ca1,benchmark-evidence,,benchmark-evidence,504,1,
finder_f3efe074,f3efe074,f3efe074,benchmark-evidence,,benchmark-evidence,167,1,
finder_6e9fc4b4,6e9fc4b4,6e9fc4b4,benchmark-evidence,,benchmark-evidence,1594,1,
finder_f45064b6,f45064b6,f45064b6,benchmark-evidence,,benchmark-evidence,1146,1,
finder_385f4f4e,385f4f4e,385f4f4e,benchmark-evidence,,benchmark-evidence,3274,2,
finder_14fb6372,14fb6372,14fb6372,benchmark-evidence,,benchmark-evidence,5477,3,
finder_7fc05241,7fc05241,7fc05241,benchmark-evidence,,benchmark-evidence,1031,1,
finder_5803fcc5,5803fcc5,5803fcc5,benchmark-evidence,,benchmark-evidence,3139,2,
finder_07994506,07994506,07994506,benchmark-evidence,,benchmark-evidence,4593,3,
finder_ca8f2db5,ca8f2db5,ca8f2db5,benchmark-evidence,,benchmark-evidence,860,1,
finder_96cc0422,96cc0422,96cc0422,benchmark-evidence,,benchmark-evidence,2239,2,
finder_00aa16a5,00aa16a5,00aa16a5,benchmark-evidence,,benchmark-evidence,1908,1,
finder_17ae443a,17ae443a,17ae443a,benchmark-evidence,,benchmark-evidence,6504,3,
finder_f3c8dd28,f3c8dd28,f3c8dd28,benchmark-evidence,,benchmark-evidence,1524,1,
finder_3770b7f0,3770b7f0,3770b7f0,benchmark-evidence,,benchmark-evidence,637,1,
finder_8a30c01c,8a30c01c,8a30c01c,benchmark-evidence,,benchmark-evidence,1828,1,
finder_6510fc21,6510fc21,6510fc21,benchmark-evidence,,benchmark-evidence,6872,3,
finder_66717c5b,66717c5b,66717c5b,benchmark-evidence,,benchmark-evidence,1027,1,
finder_ff085a65,ff085a65,ff085a65,benchmark-evidence,,benchmark-evidence,677,1,
finder_001536af,001536af,001536af,benchmark-evidence,,benchmark-evidence,359,1,
finder_f425eda2,f425eda2,f425eda2,benchmark-evidence,,benchmark-evidence,3751,2,
finder_675f454a,675f454a,675f454a,benchmark-evidence,,benchmark-evidence,1524,1,
finder_d03f4a03,d03f4a03,d03f4a03,benchmark-evidence,,benchmark-evidence,2516,2,
finder_5f8ad7ac,5f8ad7ac,5f8ad7ac,benchmark-evidence,,benchmark-evidence,305,1,
finder_21b12275,21b12275,21b12275,benchmark-evidence,,benchmark-evidence,1345,1,
finder_cc51094c,cc51094c,cc51094c,benchmark-evidence,,benchmark-evidence,1066,1,
finder_868bc5e3,868bc5e3,868bc5e3,benchmark-evidence,,benchmark-evidence,5146,3,
finder_4af2dd3d,4af2dd3d,4af2dd3d,benchmark-evidence,,benchmark-evidence,6094,3,
finder_60fefd59,60fefd59,60fefd59,benchmark-evidence,,benchmark-evidence,2147,1,
finder_dc0b84f1,dc0b84f1,dc0b84f1,benchmark-evidence,,benchmark-evidence,7311,4,
finder_2594919d,2594919d,2594919d,benchmark-evidence,,benchmark-evidence,2238,1,
finder_10811087,10811087,10811087,benchmark-evidence,,benchmark-evidence,3059,2,
finder_a9b7dc0d,a9b7dc0d,a9b7dc0d,benchmark-evidence,,benchmark-evidence,2410,2,
finder_3c4ea168,3c4ea168,3c4ea168,benchmark-evidence,,benchmark-evidence,792,1,
finder_06a2f739,06a2f739,06a2f739,benchmark-evidence,,benchmark-evidence,2153,1,
finder_a2d42ec3,a2d42ec3,a2d42ec3,benchmark-evidence,,benchmark-evidence,493,1,
finder_3cc91d38,3cc91d38,3cc91d38,benchmark-evidence,,benchmark-evidence,583,1,
finder_eab03655,eab03655,eab03655,benchmark-evidence,,benchmark-evidence,6122,3,
finder_b6040966,b6040966,b6040966,benchmark-evidence,,benchmark-evidence,2650,2,
finder_ff92afb5,ff92afb5,ff92afb5,benchmark-evidence,,benchmark-evidence,934,1,
finder_60846fcb,60846fcb,60846fcb,benchmark-evidence,,benchmark-evidence,683,1,
finder_6846a3d1,6846a3d1,6846a3d1,benchmark-evidence,,benchmark-evidence,1726,1,
finder_011e2750,011e2750,011e2750,benchmark-evidence,,benchmark-evidence,1932,1,
finder_2b83da40,2b83da40,2b83da40,benchmark-evidence,,benchmark-evidence,2113,1,
finder_9b96bb5c,9b96bb5c,9b96bb5c,benchmark-evidence,,benchmark-evidence,1932,1,
finder_948018b8,948018b8,948018b8,benchmark-evidence,,benchmark-evidence,1275,1,
finder_8b9544ef,8b9544ef,8b9544ef,benchmark-evidence,,benchmark-evidence,12074,6,
finder_c53c3280,c53c3280,c53c3280,benchmark-evidence,,benchmark-evidence,1352,1,
finder_c6b7521c,c6b7521c,c6b7521c,benchmark-evidence,,benchmark-evidence,7608,4,
finder_84d7c4d5,84d7c4d5,84d7c4d5,benchmark-evidence,,benchmark-evidence,968,1,
finder_a9e3ab26,a9e3ab26,a9e3ab26,benchmark-evidence,,benchmark-evidence,1035,1,
finder_cf3164c2,cf3164c2,cf3164c2,benchmark-evidence,,benchmark-evidence,885,1,
finder_69725205,69725205,69725205,benchmark-evidence,,benchmark-evidence,1158,1,
finder_a8b1f59c,a8b1f59c,a8b1f59c,benchmark-evidence,,benchmark-evidence,1617,1,
finder_28bf9c09,28bf9c09,28bf9c09,benchmark-evidence,,benchmark-evidence,2929,2,
finder_df598abc,df598abc,df598abc,benchmark-evidence,,benchmark-evidence,869,1,
finder_91fa70ee,91fa70ee,91fa70ee,benchmark-evidence,,benchmark-evidence,1972,1,
finder_c6c338b7,c6c338b7,c6c338b7,benchmark-evidence,,benchmark-evidence,389,1,
finder_2a87b405,2a87b405,2a87b405,benchmark-evidence,,benchmark-evidence,1130,1,
finder_20b00eee,20b00eee,20b00eee,benchmark-evidence,,benchmark-evidence,5844,3,
finder_8a3ff4c7,8a3ff4c7,8a3ff4c7,benchmark-evidence,,benchmark-evidence,1136,1,
finder_295e8403,295e8403,295e8403,benchmark-evidence,,benchmark-evidence,730,1,
finder_5f391630,5f391630,5f391630,benchmark-evidence,,benchmark-evidence,2834,2,
finder_e48c2d8d,e48c2d8d,e48c2d8d,benchmark-evidence,,benchmark-evidence,2667,2,
finder_5c0962af,5c0962af,5c0962af,benchmark-evidence,,benchmark-evidence,1972,1,
finder_78e97522,78e97522,78e97522,benchmark-evidence,,benchmark-evidence,2888,2,
finder_b95ef4df,b95ef4df,b95ef4df,benchmark-evidence,,benchmark-evidence,2106,1,
finder_4330b7f9,4330b7f9,4330b7f9,benchmark-evidence,,benchmark-evidence,261,1,
finder_5e469d5d,5e469d5d,5e469d5d,benchmark-evidence,,benchmark-evidence,2588,2,
finder_a61dfff3,a61dfff3,a61dfff3,benchmark-evidence,,benchmark-evidence,10306,5,
finder_877afe66,877afe66,877afe66,benchmark-evidence,,benchmark-evidence,7454,4,
finder_ff8ee376,ff8ee376,ff8ee376,benchmark-evidence,,benchmark-evidence,3110,2,
finder_5100e840,5100e840,5100e840,benchmark-evidence,,benchmark-evidence,988,1,
finder_5506bf4a,5506bf4a,5506bf4a,benchmark-evidence,,benchmark-evidence,8367,5,
finder_c46c5c7a,c46c5c7a,c46c5c7a,benchmark-evidence,,benchmark-evidence,3397,2,
finder_25aeb00d,25aeb00d,25aeb00d,benchmark-evidence,,benchmark-evidence,3061,2,
finder_f6823871,f6823871,f6823871,benchmark-evidence,,benchmark-evidence,2723,2,
finder_d40a08c2,d40a08c2,d40a08c2,benchmark-evidence,,benchmark-evidence,1187,1,
finder_e610de90,e610de90,e610de90,benchmark-evidence,,benchmark-evidence,990,1,
finder_277fd4a5,277fd4a5,277fd4a5,benchmark-evidence,,benchmark-evidence,1434,1,
finder_7b795372,7b795372,7b795372,benchmark-evidence,,benchmark-evidence,5637,3,
finder_e8161744,e8161744,e8161744,benchmark-evidence,,benchmark-evidence,2750,2,
finder_23726d6c,23726d6c,23726d6c,benchmark-evidence,,benchmark-evidence,315,1,
finder_c9016c65,c9016c65,c9016c65,benchmark-evidence,,benchmark-evidence,844,1,
finder_6d9f0183,6d9f0183,6d9f0183,benchmark-evidence,,benchmark-evidence,2807,2,
finder_e1a6d522,e1a6d522,e1a6d522,benchmark-evidence,,benchmark-evidence,2754,2,
finder_c8896695,c8896695,c8896695,benchmark-evidence,,benchmark-evidence,271,1,
finder_5c7506ea,5c7506ea,5c7506ea,benchmark-evidence,,benchmark-evidence,746,1,
finder_63fe63b0,63fe63b0,63fe63b0,benchmark-evidence,,benchmark-evidence,1449,1,
finder_f5fc8371,f5fc8371,f5fc8371,benchmark-evidence,,benchmark-evidence,325,1,
finder_2668b0b6,2668b0b6,2668b0b6,benchmark-evidence,,benchmark-evidence,906,1,
finder_a6f732c0,a6f732c0,a6f732c0,benchmark-evidence,,benchmark-evidence,5821,3,
finder_bab4997a,bab4997a,bab4997a,benchmark-evidence,,benchmark-evidence,1555,1,
finder_b78aa9da,b78aa9da,b78aa9da,benchmark-evidence,,benchmark-evidence,16617,9,
finder_6a56ccd8,6a56ccd8,6a56ccd8,benchmark-evidence,,benchmark-evidence,3708,2,
finder_eb857404,eb857404,eb857404,benchmark-evidence,,benchmark-evidence,4515,2,
finder_e375ef4f,e375ef4f,e375ef4f,benchmark-evidence,,benchmark-evidence,1594,1,
finder_a2c621fd,a2c621fd,a2c621fd,benchmark-evidence,,benchmark-evidence,4933,3,
finder_8e00feea,8e00feea,8e00feea,benchmark-evidence,,benchmark-evidence,2973,2,
finder_187d825c,187d825c,187d825c,benchmark-evidence,,benchmark-evidence,1172,1,
finder_a0f08119,a0f08119,a0f08119,benchmark-evidence,,benchmark-evidence,197,1,
finder_fce98d9d,fce98d9d,fce98d9d,benchmark-evidence,,benchmark-evidence,721,1,
finder_46b3e570,46b3e570,46b3e570,benchmark-evidence,,benchmark-evidence,4470,2,
finder_5f175c2d,5f175c2d,5f175c2d,benchmark-evidence,,benchmark-evidence,1790,1,
finder_b83d4c52,b83d4c52,b83d4c52,benchmark-evidence,,benchmark-evidence,1748,1,
finder_673f2ab9,673f2ab9,673f2ab9,benchmark-evidence,,benchmark-evidence,3084,2,
finder_752e9f2f,752e9f2f,752e9f2f,benchmark-evidence,,benchmark-evidence,7494,4,
finder_2dba4bde,2dba4bde,2dba4bde,benchmark-evidence,,benchmark-evidence,3206,2,
finder_25a4159b,25a4159b,25a4159b,benchmark-evidence,,benchmark-evidence,1196,1,
finder_16567b37,16567b37,16567b37,benchmark-evidence,,benchmark-evidence,227,1,
finder_0542261a,0542261a,0542261a,benchmark-evidence,,benchmark-evidence,1397,1,
finder_6ea05319,6ea05319,6ea05319,benchmark-evidence,,benchmark-evidence,611,1,
finder_38d2410e,38d2410e,38d2410e,benchmark-evidence,,benchmark-evidence,5768,3,
finder_ac857a7e,ac857a7e,ac857a7e,benchmark-evidence,,benchmark-evidence,7265,4,
finder_103fc818,103fc818,103fc818,benchmark-evidence,,benchmark-evidence,604,1,
finder_ed1af2bd,ed1af2bd,ed1af2bd,benchmark-evidence,,benchmark-evidence,672,1,
finder_8aba2745,8aba2745,8aba2745,benchmark-evidence,,benchmark-evidence,14837,8,
finder_7898ca60,7898ca60,7898ca60,benchmark-evidence,,benchmark-evidence,3227,2,
finder_963cc932,963cc932,963cc932,benchmark-evidence,,benchmark-evidence,5981,3,
finder_849434bc,849434bc,849434bc,benchmark-evidence,,benchmark-evidence,7286,4,
finder_0dbaf98d,0dbaf98d,0dbaf98d,benchmark-evidence,,benchmark-evidence,1289,1,
finder_f1dcf77d,f1dcf77d,f1dcf77d,benchmark-evidence,,benchmark-evidence,252,1,
finder_2bed47cb,2bed47cb,2bed47cb,benchmark-evidence,,benchmark-evidence,1360,1,
